SampleName,ID,timepoint_cmtv,formula_check,start_date,start_date_yyyy,start_date_mm,start_date_dd.d,measurement_date,measurement_date_yyyy,measurement_month_mm,measurement_date_dd.d,Period,time_d,mgCO2_jar,time_d_cmtv
HEW22-1_dry,HEW22,1,,43780.66667,2019,11,11.66666667,11/12/19 15:00,2019,11,12.625,pre,0.96,5.006695997,0.96
HEW22-2_dry,HEW22,1,,43780.66667,2019,11,11.66666667,11/12/19 15:00,2019,11,12.625,pre,0.96,5.172295652,0.96
HEW41-1_dry,HEW41,1,,43780.66667,2019,11,11.66666667,11/12/19 15:00,2019,11,12.625,pre,0.96,3.561782318,0.96
HEW41-2_dry,HEW41,1,,43780.66667,2019,11,11.66666667,11/12/19 15:00,2019,11,12.625,pre,0.96,3.707242977,0.96
HEW42-1_dry,HEW42,1,,43780.66667,2019,11,11.66666667,11/12/19 15:00,2019,11,12.625,pre,0.96,2.233565431,0.96
HEW42-2_dry,HEW42,1,,43780.66667,2019,11,11.66666667,11/12/19 15:00,2019,11,12.625,pre,0.96,2.146965515,0.96
HEG10-1_dry,HEG10,1,,43780.66667,2019,11,11.66666667,11/12/19 15:00,2019,11,12.625,pre,0.96,12.53903764,0.96
HEG10-2_dry,HEG10,1,,43780.66667,2019,11,11.66666667,11/12/19 15:00,2019,11,12.625,pre,0.96,12.95261077,0.96
HEG32-1_dry,HEG32,1,,43780.66667,2019,11,11.66666667,11/12/19 15:00,2019,11,12.625,pre,0.96,15.46875488,0.96
HEG32-2_dry,HEG32,1,,43780.66667,2019,11,11.66666667,11/12/19 15:00,2019,11,12.625,pre,0.96,14.63069671,0.96
HEG48-1_dry,HEG48,1,,43780.66667,2019,11,11.66666667,11/12/19 15:00,2019,11,12.625,pre,0.96,12.33059535,0.96
HEG48-2_dry,HEG48,1,,43780.66667,2019,11,11.66666667,11/12/19 15:00,2019,11,12.625,pre,0.96,11.86626865,0.96
HEW22-1_dry,HEW22,2,,43780.66667,2019,11,11.66666667,11/13/19 14:40,2019,11,13.61111111,pre,1.94,15.2288328,1.94
HEW22-2_dry,HEW22,2,,43780.66667,2019,11,11.66666667,11/13/19 14:40,2019,11,13.61111111,pre,1.94,15.26497355,1.94
HEW41-1_dry,HEW41,2,,43780.66667,2019,11,11.66666667,11/13/19 14:40,2019,11,13.61111111,pre,1.94,11.73513594,1.94
HEW41-2_dry,HEW41,2,,43780.66667,2019,11,11.66666667,11/13/19 14:40,2019,11,13.61111111,pre,1.94,12.13405284,1.94
HEW42-1_dry,HEW42,2,,43780.66667,2019,11,11.66666667,11/13/19 14:40,2019,11,13.61111111,pre,1.94,7.877745811,1.94
HEW42-2_dry,HEW42,2,,43780.66667,2019,11,11.66666667,11/13/19 14:40,2019,11,13.61111111,pre,1.94,7.632248468,1.94
HEG10-1_dry,HEG10,2,,43780.66667,2019,11,11.66666667,11/13/19 14:40,2019,11,13.61111111,pre,1.94,25.77819799,1.94
HEG10-2_dry,HEG10,2,,43780.66667,2019,11,11.66666667,11/13/19 14:40,2019,11,13.61111111,pre,1.94,25.01678042,1.94
HEG32-1_dry,HEG32,2,,43780.66667,2019,11,11.66666667,11/13/19 14:40,2019,11,13.61111111,pre,1.94,27.20917317,1.94
HEG32-2_dry,HEG32,2,,43780.66667,2019,11,11.66666667,11/13/19 14:40,2019,11,13.61111111,pre,1.94,27.88794929,1.94
HEG48-1_dry,HEG48,2,,43780.66667,2019,11,11.66666667,11/13/19 14:40,2019,11,13.61111111,pre,1.94,24.04502411,1.94
HEG48-2_dry,HEG48,2,,43780.66667,2019,11,11.66666667,11/13/19 14:40,2019,11,13.61111111,pre,1.94,23.36736739,1.94
HEW22-1_dry,HEW22,3,,43780.66667,2019,11,11.66666667,11/14/19 13:45,2019,11,14.57291667,pre,2.91,23.21929484,2.91
HEW22-2_dry,HEW22,3,,43780.66667,2019,11,11.66666667,11/14/19 13:45,2019,11,14.57291667,pre,2.91,24.54404148,2.91
HEW41-1_dry,HEW41,3,,43780.66667,2019,11,11.66666667,11/14/19 13:45,2019,11,14.57291667,pre,2.91,16.33032008,2.91
HEW41-2_dry,HEW41,3,,43780.66667,2019,11,11.66666667,11/14/19 13:45,2019,11,14.57291667,pre,2.91,18.26835987,2.91
HEW42-1_dry,HEW42,3,,43780.66667,2019,11,11.66666667,11/14/19 13:45,2019,11,14.57291667,pre,2.91,12.85496468,2.91
HEW42-2_dry,HEW42,3,,43780.66667,2019,11,11.66666667,11/14/19 13:45,2019,11,14.57291667,pre,2.91,12.79950688,2.91
HEG10-1_dry,HEG10,3,,43780.66667,2019,11,11.66666667,11/14/19 13:45,2019,11,14.57291667,pre,2.91,32.26051532,2.91
HEG10-2_dry,HEG10,3,,43780.66667,2019,11,11.66666667,11/14/19 13:45,2019,11,14.57291667,pre,2.91,30.17875587,2.91
HEG32-1_dry,HEG32,3,,43780.66667,2019,11,11.66666667,11/14/19 13:45,2019,11,14.57291667,pre,2.91,34.85013517,2.91
HEG32-2_dry,HEG32,3,,43780.66667,2019,11,11.66666667,11/14/19 13:45,2019,11,14.57291667,pre,2.91,33.67031396,2.91
HEG48-1_dry,HEG48,3,,43780.66667,2019,11,11.66666667,11/14/19 13:45,2019,11,14.57291667,pre,2.91,29.86067722,2.91
HEG48-2_dry,HEG48,3,,43780.66667,2019,11,11.66666667,11/14/19 13:45,2019,11,14.57291667,pre,2.91,28.61636466,2.91
HEW22-1_dry,HEW22,4,,43780.66667,2019,11,11.66666667,11/15/19 15:00,2019,11,15.625,pre,3.96,26.41946382,3.96
HEW22-2_dry,HEW22,4,,43780.66667,2019,11,11.66666667,11/15/19 15:00,2019,11,15.625,pre,3.96,28.52004289,3.96
HEW41-1_dry,HEW41,4,,43780.66667,2019,11,11.66666667,11/15/19 15:00,2019,11,15.625,pre,3.96,22.62409832,3.96
HEW41-2_dry,HEW41,4,,43780.66667,2019,11,11.66666667,11/15/19 15:00,2019,11,15.625,pre,3.96,24.02367694,3.96
HEW42-1_dry,HEW42,4,,43780.66667,2019,11,11.66666667,11/15/19 15:00,2019,11,15.625,pre,3.96,16.99641371,3.96
HEW42-2_dry,HEW42,4,,43780.66667,2019,11,11.66666667,11/15/19 15:00,2019,11,15.625,pre,3.96,16.97005453,3.96
HEG10-1_dry,HEG10,4,,43780.66667,2019,11,11.66666667,11/15/19 15:00,2019,11,15.625,pre,3.96,37.4706121,3.96
HEG10-2_dry,HEG10,4,,43780.66667,2019,11,11.66666667,11/15/19 15:00,2019,11,15.625,pre,3.96,30.49188747,3.96
HEG32-1_dry,HEG32,4,,43780.66667,2019,11,11.66666667,11/15/19 15:00,2019,11,15.625,pre,3.96,39.6899263,3.96
HEG32-2_dry,HEG32,4,,43780.66667,2019,11,11.66666667,11/15/19 15:00,2019,11,15.625,pre,3.96,40.33006944,3.96
HEG48-1_dry,HEG48,4,,43780.66667,2019,11,11.66666667,11/15/19 15:00,2019,11,15.625,pre,3.96,35.60069159,3.96
HEG48-2_dry,HEG48,4,,43780.66667,2019,11,11.66666667,11/15/19 15:00,2019,11,15.625,pre,3.96,34.92523764,3.96
HEW22-1_dry,HEW22,5,,43780.66667,2019,11,11.66666667,11/18/19 10:00,2019,11,18.41666667,pre,6.75,9.66727363,6.75
HEW22-2_dry,HEW22,5,,43780.66667,2019,11,11.66666667,11/18/19 10:00,2019,11,18.41666667,pre,6.75,10.8635063,6.75
HEW41-1_dry,HEW41,5,,43780.66667,2019,11,11.66666667,11/18/19 10:00,2019,11,18.41666667,pre,6.75,11.30752911,6.75
HEW41-2_dry,HEW41,5,,43780.66667,2019,11,11.66666667,11/18/19 10:00,2019,11,18.41666667,pre,6.75,11.36346049,6.75
HEW42-1_dry,HEW42,5,,43780.66667,2019,11,11.66666667,11/18/19 10:00,2019,11,18.41666667,pre,6.75,7.214055386,6.75
HEW42-2_dry,HEW42,5,,43780.66667,2019,11,11.66666667,11/18/19 10:00,2019,11,18.41666667,pre,6.75,7.370636349,6.75
HEG10-1_dry,HEG10,5,,43780.66667,2019,11,11.66666667,11/18/19 10:00,2019,11,18.41666667,pre,6.75,13.08793442,6.75
HEG10-2_dry,HEG10,5,,43780.66667,2019,11,11.66666667,11/18/19 10:00,2019,11,18.41666667,pre,6.75,11.59681214,6.75
HEG32-1_dry,HEG32,5,,43780.66667,2019,11,11.66666667,11/18/19 10:00,2019,11,18.41666667,pre,6.75,15.00972518,6.75
HEG32-2_dry,HEG32,5,,43780.66667,2019,11,11.66666667,11/18/19 10:00,2019,11,18.41666667,pre,6.75,13.70898838,6.75
HEG48-1_dry,HEG48,5,,43780.66667,2019,11,11.66666667,11/18/19 10:00,2019,11,18.41666667,pre,6.75,16.37701251,6.75
